speaker,episode,sheet,context,english,dutch,utterer_key
Sad Ass,E2,E2_Confession_localization,Jump to line 30.,I'm so tired... I barely made it back...,Ik ben zo moe... ik ben nauwelijks terug hier geraakt.,SAY.Dialog:Confession.76.Sad Ass
Sad Ass,E2,E2_Confession_localization,,Nice Ass...?,(Nice Ass)...?,SAY.Dialog:Confession.83.Sad Ass
Sad Ass,E2,E2_Confession_localization,,Has anyone been hurt in the fire...?,Is er iemand gewond geraakt in het vuur...?,SAY.Dialog:Confession.84.Sad Ass
Sad Ass,E2,E2_Confession_localization,,Not Trusty Ass...,Niet (Trusty Ass)...,SAY.Dialog:Confession.90.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW!,HIEEEEEEEEEEEE!,SAY.Dialog:Confession.91.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW!!,HAAAAAAAAAAA!,SAY.Dialog:Confession.115.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW!!!,HEEEEEEEEEE HAAAAAAAAAAA!!!!!,SAY.Dialog:Confession.114.Sad Ass
Sad Ass,E2,E2_Confession_localization,Jump to line 51.,IT'S ALL MY FAULT.,HET IS ALLEMAAL MIJN FOUT.,SAY.Dialog:Confession.113.Sad Ass
Sad Ass,E2,E2_Confession_localization,Jump to line 43 or 50.,And the Humans?,En de Mensen?,SAY.Dialog:Confession.96.Sad Ass
Sad Ass,E2,E2_Confession_localization,,OH NO!!!,OH NEE!!!,SAY.Dialog:Confession.109.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW,HEEEEEEEEEE!,SAY.Dialog:Confession.138.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW,HAAAAAAAAAAAAA!!,SAY.Dialog:Confession.139.Sad Ass
Sad Ass,E2,E2_Confession_localization,,HEEEEHAWWWWW,HEEEEEEEEEE!!,SAY.Dialog:Confession.140.Sad Ass
Sad Ass,E2,E2_Confession_localization,Jump to line 51.,IT'S ALL MY FAULT.,HET IS ALLEMAAL MIJN FOUT.,SAY.Dialog:Confession.141.Sad Ass
Sad Ass,E2,E2_Confession_localization,,I was just trying to help...,Ik probeerde gewoon te helpen...,SAY.Dialog:Confession.119.Sad Ass
Sad Ass,E2,E2_Confession_localization,,"I only meant to destroy one of the Humans' ugly Car-Machines, not set everything ablaze!!","Ik wou slechts één van de lelijke Auto-Machines van de Mensen vernielen, niet alles in de fik steken!",SAY.Dialog:Confession.123.Sad Ass
Sad Ass,E2,E2_Confession_localization,,You gotta believe me!,Je moet me geloven!,SAY.Dialog:Confession.124.Sad Ass
Sad Ass,E2,E2_Confession_localization,,There's no going back...,Hier komen we niet van terug...,SAY.Dialog:Confession.127.Sad Ass
Sad Ass,E2,E2_Confession_localization,,...,...,SAY.Dialog:Confession.133.Sad Ass
Sad Ass,E2,E2_Confession_localization,Dialogue branches converge here.,I don't belong on this Farm...,Ik hoor niet op deze Boerderij thuis...,SAY.Dialog:Confession.147.Sad Ass
Sad Ass,E2,E2_Confession_localization,,My heart is buried under layers of coal...,Mijn hart ligt bedolven onder lagen en lagen van steenkool...,SAY.Dialog:Confession.239.Sad Ass
Sad Ass,E2,E2_Confession_localization,,Is life supposed to be so full of pain?,Hoort het leven zo vol van pijn en verdriet te zijn?,SAY.Dialog:Confession.237.Sad Ass
Sad Ass,E2,E2_Confession_localization,Jump to line 71.,...Are you still there?,...Ben je daar nog?,SAY.Dialog:Confession.304.Sad Ass
Sad Ass,E2,E2_Confession_localization,Jump to line 71.,...Are you still there?,...Ben je er nog?,SAY.Dialog:Confession.305.Sad Ass
Sad Ass,E2,E2_Confession_localization,Dialogue branches converge here.,Tell me the truth... Do you remember the colour of Lazy's beautiful eyes?,Vertel me de waarheid... Herinner je je de kleur van (Lazy Ass) mooie ogen nog?,SAY.Dialog:Confession.167.Sad Ass
Sad Ass,E2,E2_Confession_localization,If the Player chooses the wrong eye colour.,You don't...,Je kan het niet meer herinneren...,SAY.Dialog:Confession.180.Sad Ass
Sad Ass,E2,E2_Confession_localization,,You do remember...?,Je herinnert het dan toch...?,SAY.Dialog:Confession.193.Sad Ass
Sad Ass,E2,E2_Confession_localization,,"Nice Ass, I never meant for this to happen...","(Nice Ass), ik wou nooit dat dit gebeurde...",SAY.Dialog:Confession.194.Sad Ass
Sad Ass,E2,E2_Confession_localization,,"Please, promise me you'll keep this secret between you and me...?","Alsjeblief, beloof me dat je dit tussen ons houdt...?",SAY.Dialog:Confession.197.Sad Ass
Sad Ass,E2,E2_Confession_localization,,I'm sorry you won't be able to plow these fields anymore...,"Het spijt me, maar je gaat deze velden nooit meer kunnen ploegen.",SAY.Dialog:Confession.208.Sad Ass
Sad Ass,E2,E2_Confession_localization,Transition to A3 World.,Huh? It's raining...,Hé? Het regent...,SAY.Dialog:Confession.210.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,Public conversation with Sad (and Nice).,*whimper*,*snik*,SAY.Dialog:NiceSad_Public.23.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,Sorry... I’m not really in the mood to play.,Sorry... Ik ben eigenlijk nie in de stemming om te spelen.,SAY.Dialog:NiceSad_Public.21.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,Jump to either line 20 or 23.,*sigh* Because some days your Uncle Sad Ass just doesn't know why he's alive...,*zucht* Omdat uw Nonkel Triestigaard sommige dagen zelf nie weet waarom hij nog leeft...,SAY.Dialog:NiceSad_Public.59.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,Yes... She's just like her sister Lazy used to be.,Ja... Ze is net zoals haar zus Luijetje vroeger was.,SAY.Dialog:NiceSad_Public.91.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,Full of wisdom.,Vol wijsheid.,SAY.Dialog:NiceSad_Public.92.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,"Lazy always said, ""Boredom is...""",Lazy zei altijd: “Verveling is...”,SAY.Dialog:NiceSad_Public.93.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,"""is..."" *whimper*",“is...” *snik*,SAY.Dialog:NiceSad_Public.94.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,Repeater for Sad Ass.,*sigh*,*zucht*,SAY.Dialog:SadPostPublic.3.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,"You're going to tell the others I set the Fire, aren't you...","Ge gaat de anderen zeggen dat ik het Vuur heb gesticht, hè…",SAY.Dialog:TunnelNiceSadPrivate.21.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,You say that... but not everything you say is true.,Ge zegt dat wel… maar niet alles wat ge zegt is waar.,SAY.Dialog:TunnelNiceSadPrivate.37.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,That day in the Outhouse... I really thought that things would get better.,Die dag in de Hudo... Ik dacht echt da ’t beter ging worden.,SAY.Dialog:TunnelNiceSadPrivate.36.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,But they haven't.,Maar dat is nie gebeurd.,SAY.Dialog:TunnelNiceSadPrivate.35.Sad Ass
Sad Ass,E3,E3_Mine1F_localization,,*whimper*,*snik*,SAY.Dialog:TunnelNiceSadPrivate.52.Sad Ass
Sad Ass,E4,E4_Mine1F_localization,NPC dialogue option. No particular order for when you talk to someone.,Oh Sick... you don't look like you have much time left...,Oh Snotje... je ziet er toch niet al te best uit...,SAY.Dialog:SickSad.10.Sad Ass
Sad Ass,E4,E4_Mine1F_localization,Repeater line.,*whimper*,*boehoehoe*,SAY.Dialog:SickSad.12.Sad Ass
Sad Ass,E4,E4_Mine1F_localization,"NPC dialogue repeater option. No particular order for when you talk to someone.
// This option is if they talked with Sick.",You and I can sit Vigil together. I don't have my candle though...,Wij kunnen de dienst houden. Ik heb wel mijn kaars niet mee...,SAY.Dialog:KickSad.10.Sad Ass
Sad Ass,E4,E4_Mine1F_localization,"NPC dialogue repeater option. No particular order for when you talk to someone.
// This option is if they did NOT talk with Sick.",Today is just as dark as yesterday and will be just as dark as tomorrow.,"Vandaag is net zo duister als gisteren, en zal zo duister als morgen zijn.",SAY.Dialog:KickSad.12.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,Jump to line 66 or 73.,I...,Ik...,SAY.Dialog:Debate.194.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,Branch 2.1. Sad Ass is going to STAY on the Farm.,"Someone once said to me, we have to honour the legacy of those who came before us.",Iemand zei me ooit dat we de nagedachtenis van onze voorouders moeten eren.,SAY.Dialog:Debate.200.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,,So I think it's about time I pick myself up and try to live the life that Lazy wanted.,"Dus misschien is het tijd dat ik mezelf eens bijeen raap om het leven dat Luitje voor me wou, te beleven.",SAY.Dialog:Debate.201.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,,I'm staying here.,Ik blijf hier.,SAY.Dialog:Debate.204.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,Branch 2.2. Sad Ass is going to LEAVE the Farm.,"Someone once said to me, that if you aren't doing something that brings you joy, you should do something different.","Iemand zei me ooit dat als je geen vreugde haalt uit wat je doet, je misschien eens iets anders moet proberen.",SAY.Dialog:Debate.209.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,,So I think it’s time for me to get a fresh start.,Dus ik denk dat het tijd is voor een verse start.,SAY.Dialog:Debate.215.Sad Ass
Sad Ass,E4,E4_HerdSplits_localization,,I'll come with you Smart Ass.,Ik kom met jullie mee Betweter.,SAY.Dialog:Debate.214.Sad Ass
Sad Ass,E4,E4_Mine1F_Exit_localization,"NPC dialogue option. No particular order for when you talk to someone.
// This is only if Sad Ass is STAYING on the Farm.","*whimper* Take care, Comrade.","*boehoehoe* Het ga je goed, Kameraad.",SAY.Dialog:SadPostSplit.10.Sad Ass
Sad Ass,E4,E4_Mine1F_Exit_localization,"Repeater line.
// This is only if Sad Ass is STAYING on the Farm.",*whimper*,*boehoehoe*,SAY.Dialog:SadPostSplit.12.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,"Branch (BAD Performance Version): 
If Sad left the Farm, Sad Ass enters.",...I'm not sure real Bears ride bicycles though...,...Ik ben niet zeker of beren wel op fietsen rijden...,SAY.Dialog:BackstageZebra.185.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,"Branch (Good Performance Version): 
If Sad left the Farm, Sad Ass enters.",Says all of you who don't have to ride a bicycle...,Zeggen de mensen die niet moeten fietsen op een circusfiets...,SAY.Dialog:BackstageZebra.183.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,... I'm not made to ride a bike...,...ik ben niet gemaakt om te fietsen...,SAY.Dialog:BackstageBear.122.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,"I don't want to derail the show, but it troubles me that I haven't found my talent yet...","Ik wil de show niet verpesten, maar ik maak me wat zorgen dat ik mijn roeping nog niet gevonden heb...",SAY.Dialog:BackstageBear.125.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,... maybe tomorrow I can try the Seal act again...,...misschien kan ik morgen mijn Zeehonden-act opnieuw doen...,SAY.Dialog:BackstageBear.124.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,Thanks... I've really got a handle on it now.,Dankjewel... ik heb het intussen onder de knie.,SAY.Dialog:BackstageBear.128.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,"...you know, I'm really glad I came with you, Comrades...","...weet je, ik ben blij dat ik met jullie ben meegekomen, Kameraden...",SAY.Dialog:BackstageBear.131.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,Is this what it feels like...,Is dit dan hoe het voelt om...,SAY.Dialog:BackstageBear.127.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,Jump to line x.,...to be happy?,...gelukkig te zijn?,SAY.Dialog:BackstageBear.132.Sad Ass
Sad Ass,E5,E5_CircusMain_localization,,*whimper*,*boe-hoe-hoe-hoe*,SAY.Dialog:Ending.267.Sad Ass
Sad Ass,E5,E5_Zoo_Introduction_localizatio,This dialogue is said if Sad Ass is present.,*sigh*,*zucht*,SAY.Dialog:Day1.78.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,Dialogue options (4.1-4.3) converge. // Said if Sad Ass is present.,*sigh* All this fuss for a lousy title.,*zucht* Al dit gedoe voor een onnozele titel.,SAY.Dialog:Day3.114.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,Branch 1.1. Sad Ass is present.,*sigh* What joy?,*zucht* Welke vreugde?,SAY.Dialog:Day6.102.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,We used to be Comrades... but here... we're just competition...,We waren Kameraden... maar hier... zijn we gewoon tegenstanders...,SAY.Dialog:Day6.108.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,*whimper*,*boe-hoe-hoe-hoe*,SAY.Dialog:Day6.107.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I thought that leaving the Farm and Mine behind would finally give my broken heart a chance to heal...,Ik dacht dat de Boederij en Mijn achterwege laten me misschien een kans zou geven mijn gebroken hart te helen...,SAY.Dialog:Day6.106.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,That I could get a fresh start in a new job... in a new place.,Dat ik met een nieuwe job in een nieuwe plek... aan een nieuwe start kon beginnen.,SAY.Dialog:Day6.105.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,But... now I just feel like I'm carrying the past alone.,Maar... nu voelt het toch maar alsof ik mijn hele verleden alleen draag.,SAY.Dialog:Day6.104.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,And you have all moved on without me.,En jullie allemaal zonder mij zijn verdergegaan.,SAY.Dialog:Day6.103.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,*whimper*,*boe-hoe-hoe-hoe*,SAY.Dialog:Day6.109.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,...,...,SAY.Dialog:SadGoodbye.25.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Someone once said to me that if you aren't doing something that brings you joy...,Iemand zei me ooit dat wanneer je iets doet dat je geen vreugde brengt...,SAY.Dialog:SadGoodbye.33.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,You should do something different.,Dat je dan iets anders moet doen.,SAY.Dialog:SadGoodbye.32.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Slow Ass... I'm really glad you all found something you that brings you joy everyday...,Slome Ezel... Ik ben blij dat je iets gevonden hebt dat je elke dag weer vreugde geeft...,SAY.Dialog:SadGoodbye.31.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I guess... I'm still searching.,Ik denk... dat ik gewoon nog wat moet zoeken.,SAY.Dialog:SadGoodbye.30.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,So...,Dus...,SAY.Dialog:SadGoodbye.29.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Today's my final day.,Vandaag is het mijn laatste dag.,SAY.Dialog:SadGoodbye.28.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,"Jump to line 146, 148, or 150.",I'm leaving.,Ik vertrek.,SAY.Dialog:SadGoodbye.27.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,Dialogue options (9.1-9.3) converge.,There's nothing you can say that will make me stay.,Niet wat je zegt kan mij hier doen blijven.,SAY.Dialog:SadGoodbye.41.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I've made up my mind.,Ik heb mijn beslissing genomen.,SAY.Dialog:SadGoodbye.42.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I don't know what'll bring me joy...,Ik weet niet wat mij vreugde bengt...,SAY.Dialog:SadGoodbye.43.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,But I know I won't find it here with you all.,Maar ik weet dat dit niet met ieder van jullie hier te vinden valt.,SAY.Dialog:SadGoodbye.44.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Let's not make a big thing out of this.,Laten we dit niet groter maken dan dat het is.,SAY.Dialog:SadGoodbye.45.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I'll be gone by morning.,Ik ben weg tegen de ochtend.,SAY.Dialog:SadGoodbye.46.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Tell the others for me.,Zeg het aan de anderen voor mij.,SAY.Dialog:SadGoodbye.47.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,...,...,SAY.Dialog:SadGoodbye.48.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,I always thought we were a lot alike.,Ik dacht altijd dat we een beetje hetzelfde waren.,SAY.Dialog:SadGoodbye.49.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,,Goodbye Slow Ass.,Tot ziens Slome Ezel.,SAY.Dialog:SadGoodbye.50.Sad Ass
Sad Ass,E5,E5_ZooMain_localization,Repeater line.,Goodbye.,Tot ziens.,SAY.Dialog:SadGoodbye.12.Sad Ass
Sad Ass,E6,E6_Nightmare_localization,Start NPC dialogue.,Hullo Comrade...,Hallo'kes Kameraad...,SAY.Dialog:Sad_Normal.36.Sad Ass
Sad Ass,E6,E6_Nightmare_localization,,Thanks again for taking Lazy's shift today.,Bedankt nogmaals da ge de shift van Luie overneemt vandaag.,SAY.Dialog:Sad_Normal.20.Sad Ass
Sad Ass,E6,E6_Nightmare_localization,End NPC dialogue.,I love seeing her when she is happy.,Ik zie haar zo graag als ze blij is...,SAY.Dialog:Sad_Normal.35.Sad Ass
Sad Ass,E6,E6_Nightmare_localization,Repeater line.,Who could say no to Lazy's beautiful grey eyes?,Wie zou nee kunnen zeggen tegen Luie haar prachtige grijze ogen...,SAY.Dialog:Sad_Normal.21.Sad Ass
Sad Ass,E6,E6_Nightmare_localization,"NPC Dialogue (single line). Nightmare sequence.
Sad explodes.",HAHAHAHAHAHAHAHAHAHA...,HAHAHAHAHAHAHAHAHAHA...,SAY.Dialog:Sad_Horror.1.Sad Ass
Sad Ass,E6,E6_BattleHard_localization,NPC Dialogue on entrance to the fight.,Time to put you out of YOUR misery...,Tijd om u uit UW lijden te verlossen...,SAY.DialogMaster.29.Sad Ass
Sad Ass,E6,E6_World_localization,"Dialogue when Sturdy comes across Sad at his Memorial Garden.
This dialogue only happens when Sad is still on the Farm.",Hullo Sturdy!,Ohh... hallo Stevige!,SAY.Dialog:Sad.10.Sad Ass
Sad Ass,E6,E6_World_localization,,Turns out that tending to the memories of our lost loved ones is something I'm really good at...,Blijkt da ik goed ben in het zorgen voor de herinneringen aan onze verloren geliefden... da's iets waar ik echt goed in ben...,SAY.Dialog:Sad.23.Sad Ass
Sad Ass,E6,E6_World_localization,,"Sometimes, being on your own isn't so lonely...",Soms... is alleen zijn nie zo eenzaam...,SAY.Dialog:Sad.33.Sad Ass
Sad Ass,E6,E6_World_localization,,"Take care, Comrade.","Pas goed op uzelf, Kameraad.",SAY.Dialog:Sad.68.Sad Ass
Sad Ass,E6,E6_World_localization,Repeater line.,Time to get back to work...,Tijd om terug aan 't werk te gaan...,SAY.Dialog:Sad.12.Sad Ass
Sad Ass,E6,E6_World_localization,Sad Ass enters; these are said if Sad Ass is on the Farm.,... seven kinds of what?,... zeven soorten van wa?,SAY.Dialog:BottomsUpOpening.40.Sad Ass
Sad Ass,E6,E6_World_localization,Sad Ass enters; these are said if Sad Ass is on the Farm.,"... but wait, seven kinds of wh—","... maar wacht, zeven soorten wa—",SAY.Dialog:BottomsUpOpening.135.Sad Ass
Sad Ass,E6,E6_World_localization,This is said if Sad Ass is present.,"I'm coming too, Comrades...","Ik kom ook mee, Kameraden...",SAY.Dialog:BottomsUpOpening.164.Sad Ass
Shaky Ass,E4,E4_AstralPlaneMain_localization,Sick meets one of the drug-using donkeys: Shaky or Mellow or Trippy,I'M HAVING AN OUT-OF-BODY EXPERIENCE!,IK ZWEEF UIT MIJN LICHAAM!,SAY.Dialog:Shakey.10.Shaky Ass
Shaky Ass,E4,E4_AstralPlaneMain_localization,,"WHAT THE FUCK, I'M WATCHING MY OWN BODY.","WHAT DE FUCK, IK KAN MIJN EIGEN LICHAAM ZIEN.",SAY.Dialog:Shakey.19.Shaky Ass
